PRIM2_COMMON,PRIM1_COMMON,STRAT_ID,PSU_ID,YEAR,REG_RES,ST_RES,CNTY_RES,ST,CNTY,INTSITE,MODE_F,MODE_FX,AREA,AREA_X,HRSF,ADD_HRS,FFDAYS12,FFDAYS2,CNTRBTRS,NUM_TYP2,NUM_TYP3,NUM_TYP4,NUM_TYP6,PARTY,FIRST,ID_CODE,SUB_REG,WAVE,CATCH,ON_LIST,NUM_TYP9,BOAT_HRS,TELEFON,COASTAL,NEW_LIST,KOD,ASG_CODE,MODE_ASG,PRT_CODE,CELLTYPE,REGION,STRAT_INTERVAL,MONTH,COUNTY,TSN1,TSN2,TIME,DISTKEYS,GEAR,PVT_RES,SEP_FISH,ADD_PH,F_BY_P,RIG,HRS_DTD,DATE1,DIST,PRIM1,PRIM2,AREA_NC,MODE2001,LICENSE,MONITOR,TOURN,TURTLE,AGE,SEX,ART_REEF,REEFCODE,MUNI_RES,MUNI_TRP,WP_INT,VAR_ID,ARX_METHOD,ALT_FLAG,LEADER,FL_REG,FSHINSP_A,NUM_FISH_A,ZIP,DATE_PUBLISHED
,STRIPED BASS,2013114417weC:2PM-8PM,2013644171727320131111,2013,4,44,9,44,9,379,8,7,A,5,1,,20,8,1,0,0,0,0,2,1,1727320131111001,4,6,2,,0,1.5,,Y,,we,1727320131111,3,1727320131111001,,1,C:2PM-8PM,11,WASHINGTON,167680,,1615,,1,1,8,1,8,,,21JAN201413:52,8,8835020102,,,8,,8,,,,,,,,,456.28452993,2013114417weC:2PM-8PM,,0,1727320131111001,8,,,02822,03/03/2025
,STRIPED BASS,2013114417weC:2PM-8PM,2013644171727320131111,2013,4,44,9,44,9,379,8,7,A,5,1,,2,0,1,0,0,0,1,2,2,1727320131111002,4,6,2,,0,1.5,,Y,,we,1727320131111,3,1727320131111001,,1,C:2PM-8PM,11,WASHINGTON,167680,,1618,,1,1,8,1,8,,,21JAN201413:52,8,8835020102,,,8,,8,,,,,,,,,456.28452993,2013114417weC:2PM-8PM,,0,1727320131111002,8,,,02822,03/03/2025
,TAUTOG,2013114417weC:2PM-8PM,2013644171732520131110,2013,4,44,3,44,3,1850,8,7,A,5,2,0,6,2,1,1,0,0,0,2,1,1732520131110001,4,6,2,,0,4,,Y,,we,1732520131110,3,1732520131110001,1,1,C:2PM-8PM,11,KENT,170479,,1520,,1,1,8,1,8,,,21JAN201413:52,8,8839010101,,,8,,8,,,,,,,,,21814.746097,2013114417weC:2PM-8PM,,0,1732520131110001,8,,,02818,03/03/2025
,TAUTOG,2013114417weC:2PM-8PM,2013644171732520131110,2013,4,44,3,44,3,1850,8,7,A,5,2,,12,4,1,0,0,0,1,2,2,1732520131110002,4,6,2,,0,4,,Y,,we,1732520131110,3,1732520131110001,,1,C:2PM-8PM,11,KENT,170479,,1525,,1,1,8,1,8,,,21JAN201413:52,8,8839010101,,,8,,8,,,,,,,,,21814.746097,2013114417weC:2PM-8PM,,0,1732520131110002,8,,,02886,03/03/2025
,TAUTOG,2013114417weC:2PM-8PM,2013644171732620131102,2013,4,44,7,44,3,1604,8,7,A,5,7,0,40,8,3,1,5,0,0,3,1,1732620131102001,4,6,1,,0,8,,Y,,we,1732620131102,3,1732620131102001,1,1,C:2PM-8PM,11,PROVIDENCE,170479,,1500,,1,1,2,0,2,,,21JAN201413:52,8,8839010101,,,8,,8,,,,,,,,,2095.0137258,2013114417weC:2PM-8PM,,0,1732620131102001,8,5,0,02908,03/03/2025
,TAUTOG,2013114417weC:2PM-8PM,2013644171732620131102,2013,4,44,7,44,3,1604,8,7,A,5,5,0,200,12,1,1,0,0,0,3,1,1732620131102002,4,6,2,,0,6,,Y,,we,1732620131102,3,1732620131102002,1,1,C:2PM-8PM,11,PROVIDENCE,170479,,1528,,1,1,8,0,8,,,21JAN201413:52,8,8839010101,,,8,,8,,,,,,,,,698.33790861,2013114417weC:2PM-8PM,,0,1732620131102002,8,,,02920,03/03/2025
,TAUTOG,2013114417weC:2PM-8PM,2013644171732620131102,2013,4,44,7,44,3,1604,8,7,A,5,5,0,50,20,1,1,0,0,1,3,2,1732620131102003,4,6,2,,0,6,,Y,,we,1732620131102,3,1732620131102002,1,1,C:2PM-8PM,11,PROVIDENCE,170479,,1529,,1,1,8,0,8,,,21JAN201413:52,8,8839010101,,,8,,8,,,,,,,,,698.33790861,2013114417weC:2PM-8PM,,0,1732620131102003,8,,,02920,03/03/2025
,TAUTOG,2013114417weC:2PM-8PM,2013644171732620131102,2013,4,44,3,44,3,1604,8,7,A,5,5,0,100,12,1,1,0,0,1,3,2,1732620131102004,4,6,2,,0,6,,Y,,we,1732620131102,3,1732620131102002,1,1,C:2PM-8PM,11,KENT,170479,,1530,,1,1,8,1,8,,,21JAN201413:52,8,8839010101,,,8,,8,,,,,,,,,698.33790861,2013114417weC:2PM-8PM,,0,1732620131102004,8,,,02886,03/03/2025
,TAUTOG,2013114417weC:2PM-8PM,2013644171732620131102,2013,4,44,7,44,3,1604,8,7,A,5,9,0,30,8,1,2,0,0,0,2,1,1732620131102005,4,6,2,,0,10,,Y,,we,1732620131102,3,1732620131102005,1,1,C:2PM-8PM,11,PROVIDENCE,170479,,1550,,1,1,8,1,8,,,21JAN201413:52,8,8839010101,,,8,,8,,,,,,,,,698.33790861,2013114417weC:2PM-8PM,,0,1732620131102005,8,0,3,02904,03/03/2025
,TAUTOG,2013114417weC:2PM-8PM,2013644171732620131102,2013,4,44,3,44,3,1604,8,7,A,5,9,0,30,8,1,2,0,0,1,2,2,1732620131102006,4,6,2,,0,10,,Y,,we,1732620131102,3,1732620131102005,1,1,C:2PM-8PM,11,KENT,170479,,1549,,1,1,8,1,8,,,21JAN201413:52,8,8839010101,,,8,,8,,,,,,,,,698.33790861,2013114417weC:2PM-8PM,,0,1732620131102006,8,0,3,02889,03/03/2025
,TAUTOG,2013114417weC:2PM-8PM,2013644171732620131102,2013,4,44,3,44,3,1604,8,7,A,5,2,0,5,3,1,2,0,0,0,2,1,1732620131102007,4,6,2,,0,3.5,,Y,,we,1732620131102,3,1732620131102007,1,1,C:2PM-8PM,11,KENT,170479,,1930,,1,1,8,1,8,,,21JAN201413:52,8,8839010101,,,8,,8,,,,,,,,,698.33790861,2013114417weC:2PM-8PM,,0,1732620131102007,8,,,02816,03/03/2025
,TAUTOG,2013114417weC:2PM-8PM,2013644171732620131102,2013,4,44,3,44,3,1604,8,7,A,5,2,0,15,6,1,1,0,0,1,2,2,1732620131102008,4,6,2,,0,3.5,,Y,,we,1732620131102,3,1732620131102007,1,1,C:2PM-8PM,11,KENT,170479,,1931,,1,1,8,1,8,,,21JAN201413:52,8,8839010101,,,8,,8,,,,,,,,,698.33790861,2013114417weC:2PM-8PM,,0,1732620131102008,8,,,02886,03/03/2025
,TAUTOG,2013114417weC:2PM-8PM,2013644171732720131123,2013,4,9,15,44,9,19,8,7,A,5,6,,15,4,1,0,0,0,0,3,1,1732720131123001,4,6,2,,0,7,,O,,we,1732720131123,3,1732720131123001,,1,C:2PM-8PM,11,WINDHAM,170479,,1406,,1,1,8,1,8,,,21JAN201413:52,8,8839010101,,,8,,8,,,,,,,,,456.28452993,2013114417weC:2PM-8PM,,0,1732720131123001,8,,,06260,03/03/2025
,TAUTOG,2013114417weC:2PM-8PM,2013644171732720131123,2013,4,9,15,44,9,19,8,7,A,5,6,,15,4,1,0,0,0,1,3,2,1732720131123002,4,6,2,,0,7,,O,,we,1732720131123,3,1732720131123001,,1,C:2PM-8PM,11,WINDHAM,170479,,1407,,1,1,8,1,8,,,21JAN201413:52,8,8839010101,,,8,,8,,,,,,,,,456.28452993,2013114417weC:2PM-8PM,,0,1732720131123002,8,,,06260,03/03/2025
,TAUTOG,2013114417weC:2PM-8PM,2013644171732720131123,2013,4,9,15,44,9,19,8,7,A,5,6,,15,4,1,0,0,0,1,3,2,1732720131123003,4,6,2,,0,7,,O,,we,1732720131123,3,1732720131123001,,1,C:2PM-8PM,11,WINDHAM,170479,,1408,,1,1,8,1,8,,,21JAN201413:52,8,8839010101,,,8,,8,,,,,,,,,456.28452993,2013114417weC:2PM-8PM,,0,1732720131123003,8,,,06260,03/03/2025
,STRIPED BASS,2013111013weC:2PM-8PM,2013610131664920131124,2013,5,42,71,10,5,104,5,3,1,1,6,0,12,4,1,2,0,0,0,,8,1664920131124001,5,6,2,,0,0,,O,,we,1664920131124,1,1664920131124001,2,1,C:2PM-8PM,11,,167680,,1647,,1,1,8,1,8,,,21JAN201413:52,1,8835020102,,,5,,8,,,,,,,,,216.83696345,2013111013weC:2PM-8PM,,0,1664920131124001,8,,,17545,03/03/2025
,STRIPED BASS,2013111013weC:2PM-8PM,2013610131664920131124,2013,5,24,3,10,5,104,5,3,1,1,6,0,50,12,1,1,0,0,0,,8,1664920131124002,5,6,2,,0,0,,O,,we,1664920131124,1,1664920131124002,2,1,C:2PM-8PM,11,ANNE ARUNDEL,167680,,1658,,1,1,8,1,8,,,21JAN201413:52,1,8835020102,,,5,,8,,,,,,,,,216.83696345,2013111013weC:2PM-8PM,,0,1664920131124002,8,,,20764,03/03/2025
,STRIPED BASS,2013121013weC:2PM-8PM,2013610131664920131207,2013,5,10,3,10,5,3110,5,3,1,1,6,0,35,3,1,1,0,0,0,,8,1664920131207001,5,6,2,,0,0,,Y,,we,1664920131207,1,1664920131207001,2,1,C:2PM-8PM,12,NEW CASTLE,167680,,1408,,1,1,8,0,8,,,21JAN201413:52,1,8835020102,,,5,,8,,,,,,,,,159.406921,2013121013weC:2PM-8PM,,0,1664920131207001,8,0,1,19808,03/03/2025
,STRIPED BASS,2013121013weC:2PM-8PM,2013610131664920131207,2013,5,10,5,10,5,3110,5,3,1,1,7.5,0,100,24,1,1,0,0,0,,8,1664920131207002,5,6,2,,0,0,,Y,,we,1664920131207,1,1664920131207002,2,1,C:2PM-8PM,12,SUSSEX,167680,,1421,,1,1,8,1,8,,,21JAN201413:52,1,8835020102,,,5,,8,,,,,,,,,159.406921,2013121013weC:2PM-8PM,,0,1664920131207002,8,,,19968,03/03/2025
,STRIPED BASS,2013121013weC:2PM-8PM,2013610131664920131207,2013,5,10,1,10,5,3110,5,3,1,1,8,0,30,5,1,1,0,0,0,,8,1664920131207003,5,6,2,,0,0,,Y,,we,1664920131207,1,1664920131207003,2,1,C:2PM-8PM,12,KENT,167680,,1446,,1,1,8,1,8,,,21JAN201413:52,1,8835020102,,,5,,8,,,,,,,,,159.406921,2013121013weC:2PM-8PM,,0,1664920131207003,8,,,19952,03/03/2025
,STRIPED BASS,2013121013weC:2PM-8PM,2013610131664920131207,2013,5,10,3,10,5,3110,5,3,1,1,4.5,0,15,5,1,1,0,0,0,,8,1664920131207004,5,6,2,,0,0,,Y,,we,1664920131207,1,1664920131207004,2,1,C:2PM-8PM,12,NEW CASTLE,167680,,1612,,1,1,8,0,8,,,21JAN201413:52,1,8835020102,,,5,,8,,,,,,,,,159.406921,2013121013weC:2PM-8PM,,0,1664920131207004,8,,,19709,03/03/2025
,STRIPED BASS,2013121013weC:2PM-8PM,2013610131664920131207,2013,5,10,1,10,5,3110,5,3,1,1,4.5,0,20,6,1,1,0,0,0,,8,1664920131207005,5,6,2,,0,0,,Y,,we,1664920131207,1,1664920131207005,2,1,C:2PM-8PM,12,KENT,167680,,1615,,1,1,8,1,8,,,21JAN201413:52,1,8835020102,,,5,,8,,,,,,,,,159.406921,2013121013weC:2PM-8PM,,0,1664920131207005,8,,,19901,03/03/2025
,STRIPED BASS,2013121013weC:2PM-8PM,2013610131664920131207,2013,5,42,17,10,5,3110,5,3,1,1,6,,998,6,1,0,0,0,0,,8,1664920131207006,5,6,2,,0,0,,O,,we,1664920131207,1,1664920131207006,,1,C:2PM-8PM,12,,167680,,1734,,1,1,8,0,8,,,21JAN201413:52,1,8835020102,,,5,,8,,,,,,,,,159.406921,2013121013weC:2PM-8PM,,0,1664920131207006,8,,,18954,03/03/2025
,STRIPED BASS,2013121013weC:2PM-8PM,2013610131664920131207,2013,5,42,133,10,5,3110,5,3,1,1,6,,25,4,1,0,0,0,0,,8,1664920131207007,5,6,2,,0,0,,O,,we,1664920131207,1,1664920131207007,,1,C:2PM-8PM,12,,167680,,1738,,1,1,8,1,8,,,21JAN201413:52,1,8835020102,,,5,,8,,,,,,,,,159.406921,2013121013weC:2PM-8PM,,0,1664920131207007,8,,,17402,03/03/2025
,STRIPED BASS,2013121013weB:8AM-2PM,2013610131664920131222,2013,5,10,5,10,5,1,5,3,1,1,1,,300,50,1,0,0,0,0,,8,1664920131222006,5,6,2,,0,0,,Y,,we,1664920131222,1,1664920131222006,,1,B:8AM-2PM,12,SUSSEX,167680,,1126,,1,1,8,1,8,,,21JAN201413:52,1,8835020102,,,5,,8,,,,,,,,,214.08322866,2013121013weB:8AM-2PM,,0,1664920131222006,8,,,19958,03/03/2025
,,2013111013weB:8AM-2PM,2013610131692720131108,2013,5,42,3,10,5,51,5,3,1,1,2,0,2,1,1,2,0,0,0,,8,1692720131108013,5,6,2,,0,0,,O,,we,1692720131108,1,1692720131108013,2,1,B:8AM-2PM,11,,,,1340,,1,1,8,1,8,,,21JAN201413:52,1,,,,5,,8,,,,,,,,,266.2001176,2013111013weB:8AM-2PM,,0,1692720131108013,8,,,15146,03/03/2025
BLUEFISH,STRIPED BASS,2013121013wdB:8AM-2PM,2013610131692720131203,2013,5,10,5,10,5,51,5,3,1,1,1.5,,52,8,1,0,0,0,0,,8,1692720131203009,5,6,2,,0,0,,Y,,wd,1692720131203,1,1692720131203009,,1,B:8AM-2PM,12,SUSSEX,167680,168559,1310,,1,1,8,0,8,,,21JAN201413:52,1,8835020102,8835250101,,5,,8,,,,,,,,,3641.9772545,2013121013wdB:8AM-2PM,,0,1692720131203009,8,,,19958,03/03/2025
,STRIPED BASS,2013121013weC:2PM-8PM,2013610131692820131213,2013,5,42,77,10,5,104,5,3,1,1,6,0,7,1,1,1,0,0,0,,8,1692820131213004,5,6,2,,0,0,,O,,we,1692820131213,1,1692820131213004,2,1,C:2PM-8PM,12,,167680,,1725,,1,1,8,1,8,,,21JAN201413:52,1,8835020102,,,5,,8,,,,,,,,,651.34437234,2013121013weC:2PM-8PM,,0,1692820131213004,8,,,18080,03/03/2025
,STRIPED BASS,2013121013weC:2PM-8PM,2013610131692820131213,2013,5,42,77,10,5,104,5,3,1,1,6,,7,1,1,0,0,0,0,,8,1692820131213005,5,6,2,,0,0,,O,,we,1692820131213,1,1692820131213005,,1,C:2PM-8PM,12,,167680,,1730,,1,1,8,1,8,,,21JAN201413:52,1,8835020102,,,5,,8,,,,,,,,,651.34437234,2013121013weC:2PM-8PM,,0,1692820131213005,8,,,18080,03/03/2025
,STRIPED BASS,2013121013weC:2PM-8PM,2013610131692820131213,2013,5,10,5,10,5,104,5,3,1,1,4.5,0,18,4,1,1,0,0,0,,8,1692820131213006,5,6,2,,0,0,,Y,,we,1692820131213,1,1692820131213006,2,1,C:2PM-8PM,12,SUSSEX,167680,,1823,,1,1,8,0,8,,,21JAN201413:52,1,8835020102,,,5,,8,,,,,,,,,651.34437234,2013121013weC:2PM-8PM,,0,1692820131213006,8,,,19966,03/03/2025
,STRIPED BASS,2013121013weC:2PM-8PM,2013610131692820131213,2013,5,42,29,10,5,104,5,3,1,1,2,0,10,6,1,2,0,0,0,,8,1692820131213007,5,6,2,,0,0,,O,,we,1692820131213,1,1692820131213007,2,1,C:2PM-8PM,12,,167680,,1840,,1,1,8,1,8,,,21JAN201413:52,1,8835020102,,,5,,8,,,,,,,,,651.34437234,2013121013weC:2PM-8PM,,0,1692820131213007,8,,,19348,03/03/2025
,STRIPED BASS,2013121013weC:2PM-8PM,2013610131692820131213,2013,5,10,5,10,5,104,5,3,1,1,4,0,200,25,1,1,0,0,0,,8,1692820131213008,5,6,2,,0,0,,Y,,we,1692820131213,1,1692820131213008,2,1,C:2PM-8PM,12,SUSSEX,167680,,1901,,1,1,8,1,8,,,21JAN201413:52,1,8835020102,,,5,,8,,,,,,,,,651.34437234,2013121013weC:2PM-8PM,,0,1692820131213008,8,,,19970,03/03/2025
,STRIPED BASS,2013111013wdB:8AM-2PM,2013610131693220131125,2013,5,10,5,10,5,1457,5,3,1,1,4.5,1.5,80,5,1,2,0,0,0,,8,1693220131125001,5,6,2,,0,0,,Y,,wd,1693220131125,1,1693220131125001,2,1,B:8AM-2PM,11,SUSSEX,167680,,1237,,1,1,8,1,8,,,21JAN201413:52,1,8835020102,,,5,,8,,,,,,,,,4201.6075113,2013111013wdB:8AM-2PM,,0,1693220131125001,8,0,1,19966,03/03/2025
,STRIPED BASS,2013111013wdB:8AM-2PM,2013610131693220131125,2013,5,10,5,10,5,1457,5,3,1,1,3,1,50,10,1,2,0,0,0,,8,1693220131125002,5,6,2,,0,0,,Y,,wd,1693220131125,1,1693220131125002,2,1,B:8AM-2PM,11,SUSSEX,167680,,1249,,1,1,8,0,8,,,21JAN201413:52,1,8835020102,,,5,,8,,,,,,,,,4201.6075113,2013111013wdB:8AM-2PM,,0,1693220131125002,8,,,19958,03/03/2025
RED DRUM,STRIPED BASS,2013111013wdB:8AM-2PM,2013610131693220131125,2013,5,10,3,10,5,1457,5,3,1,1,5,2,220,17,1,2,0,0,0,,8,1693220131125003,5,6,2,,0,0,,Y,,wd,1693220131125,1,1693220131125003,2,1,B:8AM-2PM,11,NEW CASTLE,167680,169290,1301,,1,1,8,1,8,,,21JAN201413:52,1,8835020102,8835440901,,5,,8,,,,,,,,,4201.6075113,2013111013wdB:8AM-2PM,,0,1693220131125003,8,,,19713,03/03/2025
,,2013111013wdB:8AM-2PM,2013610131693220131125,2013,5,24,3,10,5,1457,5,3,1,1,1.5,1,0,0,1,1,0,0,0,,8,1693220131125004,5,6,2,,0,0,,O,,wd,1693220131125,1,1693220131125004,2,1,B:8AM-2PM,11,ANNE ARUNDEL,,,1309,,1,1,8,1,8,,,21JAN201413:52,1,,,,5,,8,,,,,,,,,4201.6075113,2013111013wdB:8AM-2PM,,0,1693220131125004,8,,,21012,03/03/2025
,STRIPED BASS,2013111013wdB:8AM-2PM,2013610131693220131125,2013,5,10,5,10,5,1457,5,3,1,1,3,1,35,8,1,1,0,0,0,,8,1693220131125005,5,6,2,,0,0,,Y,,wd,1693220131125,1,1693220131125005,2,1,B:8AM-2PM,11,SUSSEX,167680,,1319,,1,1,8,0,8,,,21JAN201413:52,1,8835020102,,,5,,8,,,,,,,,,4201.6075113,2013111013wdB:8AM-2PM,,0,1693220131125005,8,,,19960,03/03/2025
,STRIPED BASS,2013111013wdB:8AM-2PM,2013610131693220131125,2013,5,10,5,10,5,1457,5,3,1,1,1.5,4,200,40,1,1,0,0,0,,8,1693220131125006,5,6,2,,0,0,,Y,,wd,1693220131125,1,1693220131125006,2,1,B:8AM-2PM,11,SUSSEX,167680,,1327,,1,1,8,1,8,,,21JAN201413:52,1,8835020102,,,5,,8,,,,,,,,,4201.6075113,2013111013wdB:8AM-2PM,,0,1693220131125006,8,,,19971,03/03/2025
,STRIPED BASS,2013111013wdB:8AM-2PM,2013610131693220131125,2013,5,10,5,10,5,1457,5,3,1,1,1.5,2,20,4,1,1,0,0,0,,8,1693220131125007,5,6,2,,0,0,,Y,,wd,1693220131125,1,1693220131125007,2,1,B:8AM-2PM,11,SUSSEX,167680,,1349,,1,1,8,1,8,,,21JAN201413:52,1,8835020102,,,5,,8,,,,,,,,,4201.6075113,2013111013wdB:8AM-2PM,,0,1693220131125007,8,,,19941,03/03/2025
,STRIPED BASS,2013111013wdB:8AM-2PM,2013610131693220131125,2013,5,10,5,10,5,1457,5,3,1,1,1.5,2,30,6,1,1,0,0,0,,8,1693220131125008,5,6,2,,0,0,,Y,,wd,1693220131125,1,1693220131125008,2,1,B:8AM-2PM,11,SUSSEX,167680,,1352,,1,1,8,1,8,,,21JAN201413:52,1,8835020102,,,5,,8,,,,,,,,,4201.6075113,2013111013wdB:8AM-2PM,,0,1693220131125008,8,,,19958,03/03/2025
,STRIPED BASS,2013111013wdB:8AM-2PM,2013610131693220131125,2013,5,10,5,10,5,1457,5,3,1,1,1.5,2,70,0,1,2,0,0,0,,8,1693220131125009,5,6,2,,0,0,,Y,,wd,1693220131125,1,1693220131125009,2,1,B:8AM-2PM,11,SUSSEX,167680,,1355,,1,1,8,1,8,,,21JAN201413:52,1,8835020102,,,5,,8,,,,,,,,,4201.6075113,2013111013wdB:8AM-2PM,,0,1693220131125009,8,,,19968,03/03/2025
,STRIPED BASS,2013111013weC:2PM-8PM,2013610131730720131103,2013,5,10,5,10,5,1457,5,3,1,1,6.5,1,100,32,1,2,0,0,0,,8,1730720131103001,5,6,2,,0,0,,Y,,we,1730720131103,1,1730720131103001,2,1,C:2PM-8PM,11,SUSSEX,167680,,1725,,1,1,8,1,8,,,21JAN201413:52,1,8835020102,,,5,,8,,,,,,,,,216.83696345,2013111013weC:2PM-8PM,,0,1730720131103001,8,,,19358,03/03/2025
,,2013111013wdC:2PM-8PM,2013610131730720131104,2013,5,24,47,10,5,3086,5,3,1,1,1,0.5,15,4,1,0,0,0,0,,8,1730720131104001,5,6,2,,0,0,,O,,wd,1730720131104,1,1730720131104001,,1,C:2PM-8PM,11,WORCESTER,,,1540,,1,1,8,0,8,,,21JAN201413:52,1,,,,5,,8,,,,,,,,,5890.2756289,2013111013wdC:2PM-8PM,,0,1730720131104001,8,,,21842,03/03/2025
,,2013111013weC:2PM-8PM,2013610131730720131117,2013,5,10,3,10,5,3087,5,3,1,1,3.5,0.5,30,9,1,0,0,0,0,,8,1730720131117001,5,6,2,,0,0,,Y,,we,1730720131117,1,1730720131117001,,1,C:2PM-8PM,11,NEW CASTLE,,,1535,,1,1,8,1,8,,,21JAN201413:52,1,,,,5,,8,,,,,,,,,1292.4089926,2013111013weC:2PM-8PM,,0,1730720131117001,8,,,19709,03/03/2025
,STRIPED BASS,2013111013weC:2PM-8PM,2013610131730720131117,2013,5,10,3,10,5,3087,5,3,1,1,3,1,10,3,1,1,0,0,0,,8,1730720131117002,5,6,2,,0,0,,Y,,we,1730720131117,1,1730720131117002,2,1,C:2PM-8PM,11,NEW CASTLE,167680,,1610,,1,1,8,1,8,,,21JAN201413:52,1,8835020102,,,5,,8,,,,,,,,,1292.4089926,2013111013weC:2PM-8PM,,0,1730720131117002,8,,,19709,03/03/2025
,STRIPED BASS,2013121013weC:2PM-8PM,2013610131664920131201,2013,5,10,5,10,5,2,2,3,E,5,1,,1,1,1,0,0,0,0,,8,1664920131201001,5,6,2,,0,0,,Y,,we,1664920131201,1,1664920131201001,,1,C:2PM-8PM,12,SUSSEX,167680,,1549,,1,1,8,1,8,,,21JAN201413:52,8,8835020102,,,2,,8,,,,,,,,,755.63605264,2013121013weC:2PM-8PM,,0,1664920131201001,8,,,19958,03/03/2025
,STRIPED BASS,2013121013weC:2PM-8PM,2013610131664920131201,2013,5,10,5,10,5,2,2,3,E,5,1,,50,20,1,0,0,0,0,,8,1664920131201002,5,6,2,,0,0,,Y,,we,1664920131201,1,1664920131201002,,1,C:2PM-8PM,12,SUSSEX,167680,,1633,,1,1,8,1,8,,,21JAN201413:52,8,8835020102,,,2,,8,,,,,,,,,755.63605264,2013121013weC:2PM-8PM,,0,1664920131201002,8,,,19947,03/03/2025
,,2013121013weC:2PM-8PM,2013610131664920131201,2013,5,10,5,10,5,2,2,3,E,5,1.5,,13,3,1,0,0,0,0,,8,1664920131201003,5,6,2,,0,0,,Y,,we,1664920131201,1,1664920131201003,,1,C:2PM-8PM,12,SUSSEX,,,1646,,1,1,8,1,8,,,21JAN201413:52,8,,,,2,,8,,,,,,,,,755.63605264,2013121013weC:2PM-8PM,,0,1664920131201003,8,,,19973,03/03/2025
,,2013121013weC:2PM-8PM,2013610131664920131201,2013,5,10,5,10,5,2,2,3,E,5,1.5,,3,0,1,0,0,0,0,,8,1664920131201004,5,6,2,,0,0,,Y,,we,1664920131201,1,1664920131201004,,1,C:2PM-8PM,12,SUSSEX,,,1650,,1,1,8,1,8,,,21JAN201413:52,8,,,,2,,8,,,,,,,,,755.63605264,2013121013weC:2PM-8PM,,0,1664920131201004,8,,,19973,03/03/2025
,STRIPED BASS,2013121013wdB:8AM-2PM,2013610131664920131219,2013,5,10,5,10,5,1,4,3,5,5,0.5,,40,8,1,0,0,0,0,,8,1664920131219001,5,6,2,,0,0,,Y,,wd,1664920131219,1,1664920131219001,,1,B:8AM-2PM,12,SUSSEX,167680,,912,,1,1,8,1,8,,,21JAN201413:52,8,8835020102,,,4,,8,,,,,,,,,595.85866396,2013121013wdB:8AM-2PM,,0,1664920131219001,8,,,19963,03/03/2025
,STRIPED BASS,2013121013wdB:8AM-2PM,2013610131664920131219,2013,5,10,5,10,5,1,4,3,5,5,2,,50,10,1,0,0,0,0,,8,1664920131219002,5,6,2,,0,0,,Y,,wd,1664920131219,1,1664920131219002,,1,B:8AM-2PM,12,SUSSEX,167680,,1103,,1,1,8,1,8,,,21JAN201413:52,8,8835020102,,,4,,8,,,,,,,,,595.85866396,2013121013wdB:8AM-2PM,,0,1664920131219002,8,,,19958,03/03/2025
,STRIPED BASS,2013121013wdB:8AM-2PM,2013610131664920131219,2013,5,10,3,10,5,1,4,3,5,5,2,0,150,50,1,1,0,0,0,,8,1664920131219003,5,6,2,,0,0,,Y,,wd,1664920131219,1,1664920131219003,2,1,B:8AM-2PM,12,NEW CASTLE,167680,,1107,,1,1,8,1,8,,,21JAN201413:52,8,8835020102,,,4,,8,,,,,,,,,595.85866396,2013121013wdB:8AM-2PM,,0,1664920131219003,8,,,19713,03/03/2025
,STRIPED BASS,2013121013wdB:8AM-2PM,2013610131664920131219,2013,5,10,5,10,5,1,4,3,5,5,1,,300,60,1,0,0,0,0,,8,1664920131219004,5,6,2,,0,0,,Y,,wd,1664920131219,1,1664920131219004,,1,B:8AM-2PM,12,SUSSEX,167680,,1216,,1,1,8,1,8,,,21JAN201413:52,8,8835020102,,,4,,8,,,,,,,,,595.85866396,2013121013wdB:8AM-2PM,,0,1664920131219004,8,,,19958,03/03/2025
,STRIPED BASS,2013121013weB:8AM-2PM,2013610131664920131222,2013,5,10,5,10,5,1,4,3,5,5,1.5,,300,50,1,0,0,0,0,,8,1664920131222001,5,6,2,,0,0,,Y,,we,1664920131222,1,1664920131222001,,1,B:8AM-2PM,12,SUSSEX,167680,,942,,1,1,8,1,8,,,21JAN201413:52,8,8835020102,,,4,,8,,,,,,,,,214.08322866,2013121013weB:8AM-2PM,,0,1664920131222001,8,,,19970,03/03/2025
,STRIPED BASS,2013121013weB:8AM-2PM,2013610131664920131222,2013,5,10,1,10,5,1,4,3,5,5,2.5,,18,3,1,0,0,0,0,,8,1664920131222002,5,6,2,,0,0,,Y,,we,1664920131222,1,1664920131222002,,1,B:8AM-2PM,12,KENT,167680,,951,,1,1,8,0,8,,,21JAN201413:52,8,8835020102,,,4,,8,,,,,,,,,214.08322866,2013121013weB:8AM-2PM,,0,1664920131222002,8,,,19943,03/03/2025
,,2013121013weB:8AM-2PM,2013610131664920131222,2013,5,24,21,10,5,1,4,3,5,5,2.5,,15,0,1,0,0,0,0,,8,1664920131222003,5,6,2,,0,0,,O,,we,1664920131222,1,1664920131222003,,1,B:8AM-2PM,12,,,,1006,,1,1,8,1,8,,,21JAN201413:52,8,,,,4,,8,,,,,,,,,214.08322866,2013121013weB:8AM-2PM,,0,1664920131222003,8,,,21754,03/03/2025
